state,statename,id,ufips,name,type,local,pressure,countyleg,stateleg,localcourts,statecourts,commission,loczoning,council,cntyboard,cntyzoning,envboard,commission_norez,council_norez,cntyboard_norez,envboard_norez,publhlth_norez,dsgnrev_norez,sfulandsupply,mfulandsupply,sfuinfracost,mfuinfracost,sfudensrestr,mfudensrestr,sfuimpact,mfuimpact,sfubudget,mfubudget,sfucouncil,mfucouncil,sfucitizen,mfucitizen,sfuschool,mfuschool,sfulengthzoning,mfulengthzoning,sfulengthpermit,mfulengthpermit,sfulengthdvlp,mfulengthdvlp,sfupermitlimit,mfupermitlimit,sfuconstrlimit,mfuconstrlimit,mfudwelllimit,mfudwellunitlimit,minlotsize,minlotsize_lhalfacre,minlotsize_mhalfacre,minlotsize_oneacre,minlotsize_twoacres,affordable,sfusupply,mfusupply,commsupply,indsupply,lotdevcostincrease,sflotdevcostincrease,time_sfu,time_mfu,timechg_sfu,timechg_mfu,time1_l50sfu,time1_m50sfu,time1_mfu,time2_l50sfu,time2_m50sfu,time2_mfu,submitted,alloc_local,alloc_pressure,alloc_countyleg,alloc_sfubudget,alloc_mfubudget,alloc_sfucouncil,alloc_mfucouncil,alloc_sfucitizen,alloc_mfucitizen,alloc_sfuschool,alloc_mfuschool,alloc_LPPI,alloc_time_sfu,alloc_time_mfu,alloc_time1_l50sfu,alloc_time1_m50sfu,alloc_time1_mfu,alloc_time2_l50sfu,alloc_time2_m50sfu,alloc_time2_mfu,alloc_ADI,approved,officialname,execrating,judicialrating,town_meet,zonvote,zonvote_super,totinitiatives,msaname99,msa99,stateid,msastate,stacode,namene,LPPI,SPII,SCII,LZAI,LPAI,LAI,DRI,OSI,EI,SRI,ADI,WRLURI,weight,weight_metro
Illinois,IL,194446,57381,"Palos Heights City, IL",City,4,3,1,4,2,2,1,1,1,0,0,0,1,1,0,0,0,0,3,3,4,4,5,5,4,4,2,2,1,2,2,4,3,2,4,4,4,4,5,5,0,0,0,0,0,1,1,1,0,0,0,1,4,5,4,3,50,50,3,5,1,1,4.5,9.5,9.5,1.5,4.5,9.5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Beverly A. Larson,2,2,0,0,0,0,"Chicago, IL PMSA",1600,IL,1600,IL,,-.44970718,-.93199271,2,3,2,0,0,1,1,1,5.6666665,-.22739406,17.376043,12.783006
Illinois,IL,194497,75484,"Tinley Park Village, IL",Village,5,2,1,1,2,2,1,0,1,0,0,0,1,0,0,0,0,0,5,5,3,4,5,5,3,3,2,2,5,5,4,4,5,5,1,1,1,1,1,1,0,0,0,0,0,0,1,,1,,,0,4,3,4,2,50,50,2,2,1,2,4.5,4.5,4.5,1.5,1.5,1.5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,David Samuelson,2,2,0,0,0,0,"Chicago, IL PMSA",1600,IL,1600,IL,,.53153372,-.93199271,2,2,1,0,0,1,1,0,2.6666667,-.54710579,18.989115,13.790221
Illinois,IL,195574,23009,"Eldorado City, IL",City,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,0,0,0,0,,9999,IL,15,IL,,-1.8514799,-.93199271,2,0,0,0,0,0,0,0,,,42.678082,
Illinois,IL,194594,16873,"Countryside City, IL",City,5,4,2,2,1,1,1,1,1,0,0,0,0,1,0,0,0,0,5,5,2,2,4,4,1,1,1,1,3,3,2,2,1,1,2,3,2,3,1,1,0,0,0,0,0,0,1,,1,0,0,0,4,3,3,3,30,,1,2,0,0,4.5,4.5,4.5,4.5,4.5,4.5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,Edward J. Bailey,2,2,0,0,0,0,"Chicago, IL PMSA",1600,IL,1600,IL,,-.3095299,-.93199271,2,3,1,0,0,0,0,0,3.5,-1.2080294,12.542987,11.43158
Illinois,IL,194632,60287,"Plainfield Village, IL",Village,5,4,3,2,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,4,4,5,5,5,5,3,3,5,5,4,4,4,4,5,5,2,2,5,5,0,0,0,0,0,0,1,1,0,0,0,0,4,5,3,2,100,100,9,9,2,2,4.5,9.5,9.5,1.5,4.5,9.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,,2,2,0,0,0,3,"Chicago, IL PMSA",1600,IL,1600,IL,,5.2697763,-.93199271,2,3,2,0,0,1,1,0,7.3333335,1.4661359,16.111208,11.350277
Illinois,IL,194888,15677,"Colona City, IL",City,5,4,3,2,1,1,1,0,1,0,0,0,1,1,0,0,0,0,3,3,5,5,4,4,3,3,4,4,3,3,4,4,3,3,3,3,3,3,3,3,0,0,0,0,0,0,1,1,0,0,0,1,,,,,,30,4,4,0,0,1.5,2.4536994,-.3150934,1.5,1.5,1.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,2,Lories Graham,2,2,0,0,0,0,"Davenport-Moline-Rock Island, IA-IL MSA",1960,IL,1960,IL,,.81188822,-.93199271,2,2,2,0,0,1,1,0,2.237623,-.31138971,46.593273,23.751616
Illinois,IL,194847,64928,"Rock Falls City, IL",City,3,2,2,2,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,3,4,4,1,1,1,1,5,5,1,1,1,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,10,10,2,2,1,1,1.5,1.5,1.5,1.5,1.5,1.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Richard Downey,2,2,0,0,0,0,,9999,IL,15,IL,,-.65997308,-.93199271,2,2,2,0,0,0,1,0,1.6666666,-1.1900944,24.332415,
Illinois,IL,145954,62367,"City of Quincy, IL",City,3,2,2,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,3,3,3,3,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,4,4,5,30,30,2,3,0,1,4.5,4.5,9.5,1.5,1.5,4.5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,Judi Maas,2,2,0,0,0,0,,9999,IL,15,IL,,-1.1505935,-.93199271,2,2,2,0,0,0,1,0,3.7222223,-1.1238171,17.319475,
Illinois,IL,145354,45889,"Macomb City, IL",City,3,2,1,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,1,1,3,3,2,2,2,2,4,4,1,1,2,2,2,2,2,2,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,3,2,1,10,10,2,2,0,0,1.5,1.5,1.5,1.5,1.5,1.5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,,2,2,0,0,0,0,,9999,IL,15,IL,,-.73006171,-.93199271,2,2,0,0,1,1,0,0,1.6666666,-.67361003,8.2315807,
Illinois,IL,195553,11163,"Carbondale City, IL",City,5,3,2,2,2,2,0,0,1,0,0,0,0,1,0,0,0,0,3,3,4,4,1,2,1,1,2,1,1,1,1,3,1,2,1,1,1,1,1,1,0,0,0,0,0,0,1,,,,,0,3,4,3,2,30,10,1,1,0,0,1.5,1.5,1.5,1.5,1.5,1.5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,Tom Redmond,2,2,0,0,0,0,,9999,IL,15,IL,,-.5898844,-.93199271,2,1,1,0,0,0,1,0,1.3333334,-1.3498864,3.1438169,
Illinois,IL,144364,45434,"Village of Lyons, IL",Village,5,3,1,1,1,1,1,2,2,0,0,0,0,2,0,0,0,0,5,5,3,3,5,5,4,4,2,2,5,5,3,3,4,4,5,5,5,5,5,5,0,1,0,1,1,1,1,,,,,0,2,1,2,2,90,90,3,4,1,1,4.5,4.5,4.5,9.5,9.5,9.5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,James Barthel,2,2,0,0,0,2,"Chicago, IL PMSA",1600,IL,1600,IL,,3.176379,-.93199271,2,3,1,0,0,0,1,4,5.8333335,.73078972,11.633498,9.440608
Illinois,IL,194671,80645,"Westmont Village, IL",Village,5,4,2,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,5,5,2,2,4,4,3,3,1,2,1,1,2,4,1,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,100,100,1,2,0,0,4.5,4.5,4.5,4.5,4.5,4.5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Fred Kimble,2,2,0,0,0,0,"Chicago, IL PMSA",1600,IL,1600,IL,,-.3095299,-.93199271,2,3,2,0,0,0,1,0,3.5,-.9509303,4.9437814,4.9210639
Illinois,IL,145662,80931,"Westville Village, IL",Village,3,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,3,5,5,5,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,0,1,0,0,0,4,5,3,5,50,30,1,1,0,0,1.5,1.5,1.5,1.5,4.5,9.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Michael Weese,2,2,0,0,0,0,,9999,IL,15,IL,,.95206553,-.93199271,2,3,1,0,0,0,0,0,2.5555556,-.93455464,55.808884,
Illinois,IL,143063,32018,"Gurnee Village, IL",Village,5,3,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,4,4,2,3,4,5,3,3,3,3,3,4,3,4,5,5,2,2,2,2,2,2,0,0,0,0,0,0,1,1,1,1,1,0,3,4,3,3,100,90,6,8,0,0,9.5,18.5,18.5,1.5,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,0,0,0,0,"Chicago, IL PMSA",1600,IL,1600,IL,,.53153372,-.93199271,2,1,1,0,1,1,1,0,8.666667,.72038412,7.5917373,6.1454802
Illinois,IL,193726,3844,"Barrington Village, IL",Village,5,4,1,2,1,1,1,0,1,0,0,0,1,1,0,0,0,1,4,2,3,3,5,5,2,2,2,2,4,3,4,4,5,5,2,2,2,2,2,2,0,0,0,0,0,0,1,1,1,0,0,1,3,3,3,3,,100,6,7,0,0,9.5,12.228554,9.5,9.5,9.5,9.5,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,Jeff O'Brien,2,2,0,0,0,2,"Chicago, IL PMSA",1600,IL,1600,IL,,3.3866448,-.93199271,2,2,3,0,0,1,1,0,8.8031731,1.3125193,4.432703,4.226264
Illinois,IL,193856,50647,"Morton Grove Village, IL",Village,4,4,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,5,5,1,2,2,4,1,1,1,1,2,2,4,3,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,3,3,4,2,70,70,3,3,0,0,9.5,9.5,9.5,9.5,9.5,9.5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,Edmund Hildebrandt,2,2,0,0,0,0,"Chicago, IL PMSA",1600,IL,1600,IL,,-.37961856,-.93199271,2,1,0,0,1,1,1,0,7.3333335,.11943918,17.928768,14.406347
Illinois,IL,193717,65338,"Rolling Meadow City, IL",City,5,3,1,1,2,1,0,0,1,0,0,0,0,1,0,0,0,0,3,3,2,2,3,4,2,3,2,2,3,3,4,4,1,1,1,1,2,3,2,3,0,0,0,0,0,0,1,,1,,,1,5,4,4,4,30,70,3,4,0,0,4.5,4.5,9.5,4.5,4.5,9.5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Rodney A. Blane,2,2,0,0,0,0,"Chicago, IL PMSA",1600,IL,1600,IL,,-.16935264,-.93199271,2,1,1,0,0,1,1,0,5.2777777,-.43460858,11.295798,9.46838
Illinois,IL,194076,6587,"Bloomingdale, IL",Village,5,4,1,1,2,2,0,0,1,0,0,0,0,0,1,0,0,0,5,3,5,3,4,5,2,2,3,2,3,3,3,4,3,2,3,3,3,3,3,3,0,0,0,0,0,0,1,1,,,,0,2,4,4,3,70,100,4,5,1,1,9.5,18.5,18.5,9.5,18.5,18.5,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,Dan Wennerholm,2,2,0,0,0,0,"Chicago, IL PMSA",1600,IL,1600,IL,,.18109056,-.93199271,2,1,1,0,0,1,1,0,11.833333,.33849823,9.3336277,8.6162634
Illinois,IL,193907,37608,"Village of Inverness, IL",Village,5,3,2,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,5,5,,,5,5,2,2,4,4,2,2,3,4,3,4,2,2,2,2,2,2,0,0,0,0,0,0,1,,,1,,0,,,,,50,70,6,6,1,2,9.5,18.5,18.5,9.5,18.5,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Curt Carver,2,2,0,0,0,0,"Chicago, IL PMSA",1600,IL,1600,IL,,.39135647,-.93199271,2,3,2,0,1,0,1,0,12.333333,.76076567,9.6694679,9.5953836
Illinois,IL,194389,65442,"Romeoville Village, IL",Village,5,4,4,3,2,1,1,1,1,0,0,0,1,1,0,0,0,1,4,5,5,5,3,5,4,2,2,4,3,5,2,5,5,4,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,5,5,2,3,30,30,4,8,0,1,4.5,4.5,9.5,1.5,1.5,9.5,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,Steven W. Rockwell,2,2,0,0,0,0,"Chicago, IL PMSA",1600,IL,1600,IL,,1.0922428,-.93199271,2,3,3,0,0,1,1,1,5.4444447,.39951566,30.766979,18.617167
Illinois,IL,194382,42028,"Lansing City, IL",City,4,3,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,5,5,3,3,3,4,3,3,2,2,1,1,1,1,4,4,1,1,1,1,1,1,0,0,0,0,0,0,1,,,,,0,5,5,3,3,30,30,1,2,1,1,1.5,1.5,1.5,4.5,4.5,4.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,Grace Bazylewsky,2,2,0,0,0,0,"Chicago, IL PMSA",1600,IL,1600,IL,,-.44970718,-.93199271,2,3,0,0,0,1,1,0,2.5,-1.100403,19.499432,13.193155
Illinois,IL,143774,35411,"Hoffman Estates Village, IL",Village,5,4,1,2,2,1,0,0,1,0,0,0,0,1,0,0,0,0,3,3,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,2,10,10,12,12,0,0,18.5,18.5,18.5,18.5,18.5,18.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Ron Widmar,2,2,0,0,0,0,"Chicago, IL PMSA",1600,IL,1600,IL,,-.73006171,-.93199271,2,1,1,0,0,1,1,0,16.333334,.53137547,9.6474075,7.997745
Illinois,IL,194636,60352,"Plano City, IL",City,5,4,3,2,2,2,1,1,1,0,0,0,1,1,0,0,0,0,4,3,5,5,4,4,3,3,3,3,2,2,3,3,5,4,1,1,1,1,1,1,0,0,0,0,0,0,1,,,,,0,2,4,3,3,30,30,12,18,0,0,9.5,18.5,18.5,4.5,9.5,18.5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,Tom Karpus,2,2,0,0,0,0,"Chicago, IL PMSA",1600,IL,1600,IL,,.6016224,-.93199271,2,3,2,0,0,1,1,0,13.777778,.75584805,18.326397,12.399724
Illinois,IL,194383,42795,"Lemont Village, IL",Village,5,4,3,1,2,1,0,1,1,0,0,0,1,1,0,0,0,0,4,4,4,4,3,5,3,3,2,2,2,4,3,4,3,1,2,2,1,1,1,1,0,0,0,0,0,0,1,,,,,0,3,4,2,2,50,50,6,9,0,0,18.5,18.5,18.5,9.5,18.5,18.5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,Timothy Teddy,2,2,0,0,0,1,"Chicago, IL PMSA",1600,IL,1600,IL,,1.713779,-.93199271,2,2,2,0,0,1,1,0,13.833333,1.1388295,11.98369,9.6176186
Illinois,IL,143135,33630,"Hawthorn Woods Village, IL",Village,5,4,4,2,1,1,1,0,1,0,0,0,1,1,0,0,0,1,5,2,3,4,5,5,5,2,2,1,5,5,5,5,4,5,3,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,5,5,4,1,50,50,9,15,0,2,9.5,9.5,18.5,9.5,9.5,18.5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Russell Benford,2,2,0,0,0,0,"Chicago, IL PMSA",1600,IL,1600,IL,,1.2324201,-.93199271,2,2,3,0,1,1,1,0,12.333333,1.6445082,8.0019474,6.745791
Illinois,IL,193693,1595,"Antioch Village, IL",Village,5,5,3,4,1,3,1,1,1,0,0,0,0,0,0,0,0,0,5,5,5,1,4,5,3,3,1,1,3,5,3,5,4,5,2,5,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,3,4,5,4,90,50,5,4.581062584754055,1,0,1.5,4.5,.59457797,4.5,4.5,1.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,2,George Sakas,2,2,0,0,0,0,"Chicago, IL PMSA",1600,IL,1600,IL,,.88197684,-.93199271,2,3,0,0,0,1,1,0,3.4962413,-.60793185,9.7338533,7.5970263
Illinois,IL,397312,41326,"Lakemoor Village, IL",Village,5,3,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,4,4,5,5,5,5,5,5,3,3,3,4,3,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,1,1,0,0,0,0,3,3,3,3,70,50,12,12,1,2,9.5,18.5,18.5,4.5,9.5,18.5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Charles S. Schmidt,2,2,0,0,0,0,"Chicago, IL PMSA",1600,IL,1600,IL,,.39135647,-.93199271,2,2,2,0,0,1,1,0,12.777778,.6430099,19.043837,13.193553
Illinois,IL,193906,57225,"Palatine, IL",Village,5,4,2,2,2,2,1,0,1,0,0,0,0,1,0,0,0,0,4,4,4,4,4,4,4,4,2,2,3,3,3,3,2,2,3,3,3,3,3,3,0,0,0,0,0,0,1,1,,,,0,2,1,3,3,10,30,2,2,0,0,4.5,4.5,4.5,4.5,4.5,4.5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,Michael Jacob,2,2,0,0,0,0,"Chicago, IL PMSA",1600,IL,1600,IL,,.11100192,-.93199271,2,2,1,0,0,1,1,0,3.6666667,-.56820267,6.5301213,6.1500645
Illinois,IL,194170,8446,"Broadview Village, IL",Village,4,3,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,2,2,3,3,2,2,2,2,4,4,1,1,1,1,1,1,4,4,5,5,4,4,0,0,0,0,0,0,1,,,,,1,5,4,3,3,50,50,1,3,1,1,1.5,2.9924181,2.7033587,3.5170608,4.5,4.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,Michael Kaminski,2,2,0,0,0,0,"Chicago, IL PMSA",1600,IL,1600,IL,,-.73006171,-.93199271,2,1,1,0,0,0,1,0,2.856982,-1.2352071,14.711663,12.271852
Illinois,IL,194185,35086,"Hillside Village, IL",Village,3,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,5,5,3,3,3,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,3,3,4,4,,30,1,2,0,0,4.5,7.22053,4.5,7.650733,9.5,4.5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,5,Russ Wajda,2,2,0,0,0,0,"Chicago, IL PMSA",1600,IL,1600,IL,,-1.1505935,-.93199271,2,3,1,0,1,0,0,0,4.7079182,-.72832268,11.842134,9.8606462
Illinois,IL,194988,24543,"Eureka City, IL",City,4,2,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,1,5,5,3,3,2,2,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,3,3,3,4,10,30,1,1,0,1,4.5,4.5,4.5,4.5,4.5,4.5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Rick Walker,2,2,0,0,0,0,"Peoria-Pekin, IL MSA",6120,IL,6120,IL,,-.73006171,-.93199271,2,1,1,0,0,1,1,1,3.3333333,-.64339221,16.891483,9.8692064
Illinois,IL,194498,56627,"Orland Hills Village, IL",Village,5,1,3,2,1,1,1,1,1,0,0,0,1,1,0,0,0,0,3,3,3,3,3,5,3,5,3,5,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,90,90,2,6,1,0,4.5,9.5,9.5,4.5,9.5,9.5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,John Daly,2,2,0,0,0,0,"Chicago, IL PMSA",1600,IL,1600,IL,,-.16935264,-.93199271,2,3,2,0,0,1,1,0,6.5555553,-.20877512,16.116974,11.292032
Illinois,IL,194144,29756,"Glen Ellyn Village, IL",Village,4,4,2,2,2,2,1,1,1,0,0,0,1,1,0,0,0,1,5,5,3,3,3,3,2,2,2,2,1,1,4,4,4,4,3,3,2,2,3,3,0,0,0,0,0,0,1,,1,1,0,0,4,4,4,4,,,8,11,1,1,9.5,9.5,9.5,9.5,18.5,18.5,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,Staci Hulseberg,2,2,0,0,0,2,"Chicago, IL PMSA",1600,IL,1600,IL,,2.8960245,-.93199271,2,3,3,0,1,1,1,0,11.5,1.996172,4.9954963,4.5718575
Illinois,IL,194566,81919,"Willowbrook Village, IL",Village,5,4,3,3,2,2,1,0,1,0,0,0,1,1,0,0,0,0,5,5,3,3,3,3,2,2,3,3,5,5,4,4,3,3,3,3,2,2,3,3,0,0,0,0,0,0,1,1,1,,,0,4,4,3,3,10,50,8,8,0,0,9.5,9.5,9.5,9.5,9.5,9.5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,Alan Zordan,2,2,0,0,0,0,"Chicago, IL PMSA",1600,IL,1600,IL,,.95206553,-.93199271,2,2,2,0,0,0,1,0,9,.032587249,8.3126173,7.8559475
Illinois,IL,195325,71448,"Sparta City, IL",City,5,2,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,5,5,4,4,4,4,1,1,1,1,1,1,1,1,2,2,2,2,2,2,4,4,0,0,0,0,0,0,1,,,,,0,3,4,2,3,10,10,1,1,0,0,4.5,4.5,4.5,1.5,1.5,1.5,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,Alan Dyke,2,2,0,0,0,0,,9999,IL,15,IL,,-1.0104163,-.93199271,2,2,2,0,0,0,1,0,2.3333333,-1.2247171,31.122162,
Illinois,IL,194123,26935,"Forest Park Village, IL",Village,4,3,1,1,2,1,0,1,1,0,0,0,1,1,0,0,0,0,5,5,5,5,5,5,2,2,4,4,3,3,3,3,3,3,2,2,2,2,2,2,0,0,0,0,0,0,0,,,,,0,3,4,3,3,10,30,3,7,1,1,4.5,4.5,4.5,4.5,4.5,4.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Nancy Hill,2,2,0,0,0,0,"Chicago, IL PMSA",1600,IL,1600,IL,,.11100192,-.93199271,2,2,2,0,0,0,1,0,4.6666665,-.6572004,4.2155852,4.3383813
Illinois,IL,194953,28326,"Galesburg City, IL",City,5,3,2,2,1,2,0,0,1,0,0,0,0,1,0,0,0,0,3,5,5,5,1,1,1,1,1,1,2,4,3,5,1,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,3,,,1,1,0,0,1.5,1.5,1.5,1.5,1.5,1.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Roy Parkin,2,2,0,0,0,0,,9999,IL,15,IL,,-.029175362,-.93199271,2,1,1,0,0,0,1,0,1.3333334,-1.1854218,20.773201,
Illinois,IL,194772,7471,"Bourbonnais Village, IL",Village,5,3,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,1,5,,3,,3,,3,,3,3,1,1,1,2,1,1,1,,1,,1,,0,1,0,1,1,1,1,1,0,0,0,0,4,5,4,2,30,30,2,2,1,1,1.5,4.5,4.5,9.5,9.5,9.5,6,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,6,Frank J. Koehler,2,2,0,0,0,0,"Kankakee, IL PMSA",3740,IL,3740,IL,,-.51979584,-.93199271,2,2,1,0,0,1,1,4,5,.0011251341,10.658141,7.8419461
Illinois,IL,254900,73391,"Sugar Gorve Village, IL",Village,5,3,2,1,3,2,1,1,1,0,0,0,1,1,0,0,1,0,3,3,4,4,5,5,5,5,3,3,3,4,4,4,3,3,3,3,4,3,3,3,1,1,0,0,0,1,1,,1,,,0,3,5,2,2,10,30,15,15,1,1,18.5,18.5,18.5,9.5,9.5,9.5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Scott Buening,2,2,0,0,0,0,"Chicago, IL PMSA",1600,IL,1600,IL,,.46144509,-.93199271,2,3,3,0,0,1,1,3,14.333333,1.4324038,17.21015,11.484066
Illinois,IL,195482,66339,"Rushville, IL",City,3,3,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,5,5,4,4,1,1,1,1,3,3,3,3,5,5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,,,,,0,,,,,10,10,,,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,0,0,0,0,,9999,IL,15,IL,,-.16935264,-.93199271,2,0,1,0,0,0,0,0,,,36.9631,
Illinois,IL,194722,53377,"Norridge Village, IL",Village,3,3,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,5,5,5,5,5,5,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,3,4,5,5,100,100,2,2,0,0,4.5,3.0076485,4.6164989,2.9936271,4.5,4.5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,6,Brian Gaseon,2,2,0,0,0,0,"Chicago, IL PMSA",1600,IL,1600,IL,,-1.0104163,-.93199271,2,2,3,0,0,1,1,0,3.3464193,-.53516984,20.406128,16.991711
Illinois,IL,195594,46916,"Marion City, IL",City,5,3,2,2,2,2,0,1,1,0,0,0,1,1,0,0,0,0,4,5,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,30,30,1,1,0,0,1.5,1.5,1.5,1.5,1.5,1.5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,Jim Phemister,2,2,0,0,0,0,,9999,IL,15,IL,,-.87023896,-.93199271,2,2,2,0,0,0,1,0,1.3333334,-1.2858526,18.996319,
